,created_at,name,text,followers_count,verified,retweet_count,favorite_count
1421,Tue,bitcointicker.co,One Bitcoin now worth 7625 06 High 7697 000 Low 7542 000 Market Cap 130 245 Billion bitcoin,2846,False,0,0
1422,Mon,coinOK,BTC Price Bitstamp 7625 06 USD Coinbase 7625 00 USD btc bitcoin 2018 06 08 20 30,8690,False,0,1
1423,Sun,Bitsend Masternodes,Price Analysis for Bitsend BSD Last Hour Change 0 01 09 06 2018 02 30 Price in USD,338,False,0,0
1424,Sat,Jeff Rufino [Blockchains],RT We did it 2 Atomic Swap on Lightning between BTC amp LTC Kudos to from pioneering this Who is 3,11358,False,405,0
1425,Fri,Unconfirmed Txns,There are currently 954 unconfirmed Bitcoin transactions bitcoin btc BTC freetommy,1958,False,0,1
1426,Thu,Sifarath Roshan,CREDITS Airdrop Credits is airdropping 100 000 worth of CS tokens for completing social tasks Claim airdrop,283,False,0,0
1427,Wed,Tam Le,RT Official Announcement Our Presale is LIVE Only 150 Million XRT alloted for Pre sale buy Now and GET 50 BO,106,False,1283,0
1428,Tue,Michelle Varron,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,3395,False,835,0
1429,Mon,K,RT Onasander Airdrop 3 000 give away every week First Investment Bank running on Blockchain Go to Airdrop Page https,186,False,8360,0
1430,Sun,Muhammad888,RT I will choose 20 random followers to win 0 2ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address air,266,False,81,0
1431,Sat,Deadhouseplant,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,383,False,7436,0
1432,Fri,Trader Office,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,28,False,2329,0
1433,Thu,Cesar Tagami,RT What are some advantages of Blockchain Infographic MT blockchain,1911,False,159,0
1434,Wed,ICOinvesting101,RT Only 2 days left to get 500 QRX for 1 ETH Don t miss LAST CHANCE to join the future of cryptotrading,2116,False,385,0
1435,Tue,ICOinvesting101,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,2116,False,181,0
1436,Mon,㈱オフィスあさの/代表取締役,RT The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to receive you,1846,False,322,0
1437,Sun,Bullyena (bull with a whale's tail),Mr 7600 Pls keep providing us with good support You ll forever be missed if BTC goes all the way up from here BTC bitcoin,446,False,0,1
1438,Sat,Courtney M. Shrem,RT Talking bitcoin with and at his new bar Big things coming,708,False,9,0
1439,Fri,Alex,RT First ever cross chain atomic swap executed between bitcoin and litecoin using lightning LightningNetwork,158,False,217,0
1440,Thu,clementine lavalley,RT If you re looking to attend the World Blockchain Forum next week but could not get a ticket come to Satoshi Square to,1,False,40,0
1441,Wed,J White,RT The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to receive you,943,False,322,0
1442,Tue,OsaidBK⭐️,Norwegian Air CEO Launching Bitcoin Exchange May Sell Tickets for Crypto norwegian air,1218,False,0,0
1443,Mon,Tracy A. Butcher,A massive Bitcoin whale with 93 947 BTC is shifting funds onto the cryptocurrency exchange Huobi triggering,1115,False,0,0
1444,Sun,APEM GINUK GINUK,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,14780,False,181,0
1445,Sat,blockchainchain,Best Cryptocurrency Exchanges The Ultimate Guide Crypto Bitcoin Ethereum,2037,False,0,0
1446,Fri,Crypto Darwin,Most negative movements in the last hour Verge 1 43 Bitcoin Gold 1 07 Siacoin 1 00 Verge 0 97 Neo 0 65,3469,False,0,1
1447,Thu,Maia Dye,RT Judge rejects class status for bitcoin buyers suing MizuhoBank,17,False,1,0
1448,Wed,Katrina Adame,RT The Bitcoin Landscape via bitcoin BTC blockchain Mining Service,2808,False,70,0
1449,Tue,John Smith,RT Don t miss LAST CHANCE to join the amazing future of cryptotrading TokenSale bitcoin crypto b,3378,False,383,0
1450,Mon,Elvis,RT REACH AIRDROP just 2k people Claim 100 000 Reach tokens right now Simply follow the 3 steps 1 Follow REACH 2 Like,669,False,1208,0
1451,Sun,YayaCampuzano,RT Price Prediction 2022 Bitcoin 1 500 000 Litecoin 250 000 Ethereum 200 000 EOS 150 000 Cardano 1 000 Rippl,19,False,64,0
1452,Sat,Lindsey Verge,RT We did it 2 Atomic Swap on Lightning between BTC amp LTC Kudos to from pioneering this Who is 3,425,False,405,0
1453,Fri,ReformedShortTrader,RT Why Destroyed Bitcoin retweet to pomote your porfolio,286,False,2,0
1454,Thu,🇮🇹 ฿-Nice⚡ [25฿] [2018],RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,1340,False,835,0
1455,Wed,BitcoinAgile,Btc to 4300 Bull Trap bitcoin VS NASDAQ by trader JVallah published February 15 2018 BTCUSD,48589,False,0,1
1456,Tue,Huyền linh,RT Credits Crypto AIRDROP Follow Retweet Like 1 000 CREDITS After completing fill in this form,1507,False,3840,0
1457,Mon,mafia,Latest ranking most discussed ICOs on Twitter according to the detection algorithm 1 2,8424,False,0,0
1458,Sun,Conservative Review,Counting his Bitcoin,136837,True,1,3
1459,Sat,beckie tellke,RT Yesterday Stockpulse on FOCUS MONEY crypto altcoins bitcoin Bittrex Crex24 ERC btc b,0,False,581,0
1460,Fri,#JibbitICO | bounty hunter|,Vanig marries the best aspects of the blockchain with the biggest issues in supply chain Find more at,1893,False,0,0
1461,Thu,Samir Abdul G,RT you just got called out HARD by my boy REEDEM YOURSELF Put out a DIG forecast If you ar,7,False,3,0
1462,Wed,Crypto❤️Fire🔥Merch👕,As fast as the world is moving now I think we should all still realize that ethereum is still super young along w,216,False,0,0
1463,Tue,TheProfessor$TRX$OCN贾斯汀新闻 Ecosystem,RT XEM cir supply is 8 999 billion and ATH was 2 09 13 639 sats during BTC bull run Current price,422,False,10,0
1464,Mon,Reuters Legal,Judge rejects class status for bitcoin buyers suing MizuhoBank,62782,False,1,3
1465,Sun,Affiliyfuture 1,SEC Chief Says Cryptocurrencies Are Replacements for the Dollar the Yen and the Euro USA,1562,False,0,0
1466,Sat,Juan,RT BTCUSD 7 month long consolidation soon coming to an end Every dip since October 2017 bounced off a higher low Expe,10,False,978,0
1467,Fri,Serdar Doğan,RT The Project has yet to start and there are still 3 Exchanges ahead but it is already a Success Thank you f,6,False,15,0
1468,Thu,lucas,RT Mine With Your Browser This is a new breakthrough in online Bitcoin mining Simply mine with your browser on any compute,36,False,117,0
1469,Wed,Peachberry,CCC Blockshipping logistics shipping containers supplychain Crypto Blockchain ether ethereum bitcoin,6008,False,0,0
1470,Tue,jutofuko,RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc,236,False,42,0
1471,Mon,Alex Ryabov,RT Invest with Impact Invest with Certainty Invest with RECF bitcoin money cryptocurrency cr,5,False,1383,0
1472,Sun,XBTmoney,South Korea Claims 28M Tax From Bithumb But Finds No Illegal Activity XBT BTC Bitcoin,10814,False,0,0
1473,Sat,coinOK,Buy Bitcoin With PayPal Also with CC paysafecard Skrill OKPAY btc bitcoin 20,8690,False,0,1
1474,Fri,ICOinvesting101,CapitalTechnologiesResearch blockchain privacy security ethereum bitcoin,2116,False,0,0
1475,Thu,BitcoinJake09,RT I use Bitcoin everyday No I don t spend it on bread or coffee but by HODLing it I get the peace of mind of having an as,230,False,34,0
1476,Wed,Yenz_Yuan,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,282,False,2237,0
1477,Tue,Andray alisa,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,1326,False,2330,0
1478,Mon,Big Crypto,RT Apple s App Store Revises Cryptocurrency App Rules Bitcoin,26,False,56,0
1479,Sun,ICOinvesting101,RT EXCLUSIVE AIRDROP We decided to give 100 000 CALL amp 20 000 000 CALLG to our supporters If you want to join follow t,2116,False,291,0
1480,Sat,Invest. Digitais,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,503,False,835,0
1481,Fri,Foundercry,RT Bitcoin buying on the Rise Again in Venezuela Cryptocurrency Blockchain Crypto Bitcoin Btc,10958,False,75,0
1482,Thu,Yenz_Yuan,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,282,False,2330,0
1483,Wed,L3O Foundation,RT Ream more about it at finance blockchain cryptocurrency crowdfunding ICO crypto blockchain b,83,False,21,0
1484,Tue,jovan trujic,RT Venezuelan Government has issued an official statement eliminating obstacles to the import of mining equipment crypto,54,False,23,0
1485,Mon,Vladimir Fedorov,RT Good day crypto Due to roadmap team is working hard to add the new exchange listing Now you can trade onions on,79,False,85,0
1486,Sun,Recentpoker.com,The latest Gambling News bitcoin wsop,18443,False,0,0
1487,Sat,Stephen Fleece,RT Cardano ADA s technical team is on a spree with updates set to take off BTC ETH ETH Ripple B,131,False,2,0
1488,Fri,@rafikdilem96,RT Only 2 days left to get 500 QRX for 1 ETH Don t miss LAST CHANCE to join the future of cryptotrading,1406,False,385,0
1489,Thu,Julio Silva Vidales 🌎 ©®™,RT Are you Bullish or Bearish on ActivisionBlizzard 1 15x Leverage Register Now amp go,7738,False,2,0
1490,Wed,Domas⚡️,RT The Bitcoin hashrate jumped nearly 5 exahash in the last 2 weeks alone To put that gain in perspective it took 8 5 ye,183,False,139,0
1491,Tue,leeda,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,1,False,7436,0
1492,Mon,Elixium Crypto,Are you Bullish or Bearish on the Japanese Yen 1 200x Leverage Register Now,55234,False,1,2
1493,Sun,crypt0cranium,RT Cardano ADA s technical team is on a spree with updates set to take off BTC ETH ETH Ripple B,37,False,2,0
1494,Sat,Nancy Not Pelosi,RT This Weekend Australia Rallies For Tommy Robinson British Consulates Info,20,False,8,0
1495,Fri,kira,RT Putin Cryptocurrency Has Its Place No State Can Have Own Crypto Bitcoin,1457,False,48,0
1496,Thu,Mark Genesis Gañac,RT In less than 3 days the Storeplex Pre ICO will be live There s a 100 bonus for early investors so make sure you re a p,2294,False,42,0
1497,Wed,downriver_723,YASSS It s time for a great show J DI BigBanginBud Chat bitcoin,21,False,0,0
1498,Tue,Julio Silva Vidales 🌎 ©®™,RT There s a 1 5000 chance I have a bitcoin located on the bottom of this crypto candle cryptocurrency bitcoin https,7738,False,1,0
1499,Mon,Julio Silva Vidales 🌎 ©®™,RT The Moscow Exchange Prepares Infrastructure to Conduct ICOs Advertise ICO,7738,False,1,0
1500,Sun,Julian Perez,RT I am the CEO and Founder of HSESYNERGY and we are proud to have been selected into top 100 highest potential startups in Euro,698,False,1,0
1501,Sat,Ekpobo Edidiong,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,9,False,7436,0
1502,Fri,dolor enriquez,RT Our pre sale stage will end in 3 hours Get that 50 bonus and 6 worth dtep Hurry up Next stage is presale stage 2 wit,2300,False,191,0
1503,Thu,Julio Silva Vidales 🌎 ©®™,RT 1 Million DENT users achieved 3 weeks before the deadline on our Roadmap Thank you for your support during our first year fo,7738,False,227,0
1504,Wed,TA Junior 📉📊📈 (not giving fucks away),Do most Blockchain based ICOs amp projects have better delevopers programmers or better salesmen promoters,78,False,0,0
1505,Tue,Pearlalbum,RT In less than 3 days the Storeplex Pre ICO will be live There s a 100 bonus for early investors so make sure you re a p,2,False,42,0
1506,Mon,TopTickers,Securely buy sell transfer and store digital currency Open an account with Coinbase Make sure to follow this l,4390,False,0,0
1507,Sun,Julio Silva Vidales 🌎 ©®™,RT The Project has yet to start and there are still 3 Exchanges ahead but it is already a Success Thank you f,7738,False,15,0
1508,Sat,O̸̺̲̊̃̿͝h̵̡̻̜̮̉̆͜S34,RT Cryptocurrency ban in China will soon be lifted President Xi Jinping thinks blockchain is a part of the new industri,618,False,168,0
1509,Fri,Julio Silva Vidales 🌎 ©®™,RT Unfortunately due to the financial and operational challenges we are not able to provide service anymore So sad but servi,7738,False,3,0
1510,Thu,Bitbuy.ca,RT Switzerland Shows the Way Bank First to Offer Crypto Business Accounts via bitcoin eth,461,False,14,0
1511,Wed,HS,RT Lots of Volume In Bitcoin Futures Over Here bitcoin https,139,False,2,0
1512,Tue,CryptoLord,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,1009,False,2330,0
1513,Mon,Julio Silva Vidales 🌎 ©®™,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,7738,False,16,0
1514,Sun,Brian🐸Ogle,RT Today in office with lots of intelligent people around me However this is the types 1 nocoiners by far the largest,46,False,2,0
1515,Sat,NoSQL,RT Blockchain Is Critical To The Future Of Data Storage Here s Why Bitcoin Cryptocurrency Mach,20886,False,0,0
1516,Fri,Dream Invader,RT Dropped a new article this morning This is a new style of content that I m testing out Here s a cool little PDF,68,False,27,0
1517,Thu,Bitcoin News,The Moscow Exchange Prepares Infrastructure to Conduct ICOs Advertise ICO,79377,False,1,3
1518,Wed,Ana Galuzinskaya,There s a 1 5000 chance I have a bitcoin located on the bottom of this crypto candle cryptocurrency bitcoin,17,False,1,2
1519,Tue,James Jeremiah,RT Putin Cryptocurrency Has Its Place No State Can Have Own Crypto Bitcoin,201,False,48,0
1520,Mon,carlos.santana,RT I use Bitcoin everyday No I don t spend it on bread or coffee but by HODLing it I get the peace of mind of having an as,852,False,34,0
1521,Sun,MR,RT If you don t think Bitcoin is by far the most energy efficient monetary system ever designed you re probably a nocoi,32,False,8,0
1522,Sat,zannatol nayem,Live Airdrop,62,False,0,0
1523,Fri,Adi Dizdarevich,RT How confident are you in the success of the Korona Coin koronacoin bitcoin ethereum bl,332,False,128,0
1524,Thu,Julio Silva Vidales 🌎 ©®™,RT CGCX tokens benefit users by providing utility to pay for transactional charges making escrow and settlements for Sma,7738,False,1,0
1525,Wed,opeyemi,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,18,False,2330,0
1526,Tue,Span29,Help us get listed on Shardax exchange by voting here and earn 2 Capras everyday You can a,3216,False,0,0
1527,Mon,Free Airdrop+Bounty,RT Bitcoin now consumes more than 1 000 kWh per transaction Meanwhile BURST only consumes 0 2 kWh per transaction at 1,221,False,78,0
1528,Sun,@rafikdilem96,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,1406,False,181,0
1529,Sat,OLUFEMI,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,4,False,2330,0
1530,Fri,HS,RT says the charts could be pointing to a big breakout ahead for bitcoin,139,False,407,0
1531,Thu,Julio Silva Vidales 🌎 ©®™,RT Sleekplay is a new blockchain based content monetization solution that harnesses the computational power of devices to reward,7738,False,1,0
1532,Wed,Julio Silva Vidales 🌎 ©®™,RT CFTC investigating whether manipulation is distorting bitcoin futures prices cryptocurrency Bitcoin btc CFTC regulati,7738,False,2,0
1533,Tue,The Real Bitcoin,RT Bitcoin org website has been updated It is more dishonest misinformative and deceptive than ever before Top global wall,1,False,4,0
1534,Mon,agoees,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,6,False,2330,0
1535,Sun,copytrader.co,Are you Bullish or Bearish on ActivisionBlizzard 1 15x Leverage Register No,68439,False,2,1
1536,Sat,internationaltaxation,RT CFTC investigating whether manipulation is distorting bitcoin futures prices cryptocurrency Bitcoin btc CFTC regulati,11,False,2,0
1537,Fri,JBVNG,Bitcoin is just in no man s land I like scalp plays but I m just not seeing it right now It could go either way,36,False,0,0
1538,Thu,CryptOrdoSeclorum👑,RT When bitcoin was 1 000 people dreamt of 7 000 BTC When bitcoin was 15 000 people dreamt of buying 7 000 BTC Now we,174,False,145,0
1539,Wed,Fitzroy Irvin,RT EXCLUSIVE AIRDROP We decided to give 100 000 CALL amp 20 000 000 CALLG to our supporters If you want to join follow t,1410,False,291,0
1540,Tue,Simobest,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,6,False,2239,0
1541,Mon,Simobest,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,6,False,2330,0
1542,Sun,Danny Kass,CFTC investigating whether manipulation is distorting bitcoin futures prices cryptocurrency Bitcoin btc CFTC,974,False,2,1
1543,Sat,eglinton,RT Onasander Airdrop 3 000 give away every week First Investment Bank running on Blockchain Go to Airdrop Page https,1005,False,8359,0
1544,Fri,BadHombre4u2c,Love Sexy FridayFeeling BestFanArmy Live NowPlaying np gfe rt music bitcoin got7,1181,False,0,0
1545,Thu,Алинка Воронова,RT The market for cyber security systems is one of the largest in 21st century The main aim for antivirus software segment,711,False,2165,0
1546,Wed,Fatoye Roseline I.,RT Ream more about it at finance blockchain cryptocurrency crowdfunding ICO crypto blockchain b,46,False,21,0
1547,Tue,Airdrop Alive,RT Jbox is giving free FIFA match tickets click on below link to participate FIFAWCOnStarTimes jbxfi,1176,False,50,0
1548,Mon,Gül Prensi,Sleekplay is a new blockchain based content monetization solution that harnesses the computational power of device,1707,False,1,1
1549,Sun,BTC Maximalist,RT I use Bitcoin everyday No I don t spend it on bread or coffee but by HODLing it I get the peace of mind of having an as,116,False,34,0
1550,Sat,MaxKeiserIsGOD,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,262,False,836,0
1551,Fri,Danilo Diaz,I am the CEO and Founder of HSESYNERGY and we are proud to have been selected into top 100 highest potential start,2685,False,1,1
1552,Thu,Jaldin Juan Pablo,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,248,False,53,0
1553,Wed,DeoDIVINE #Crypto #Airdrop #ICO #bounty #BTC #ETH,RT In order to receive your MDX at the conclusion of the Mandala crowdsale please ensure your account is KYC verified Check,5662,False,4,0
1554,Tue,CryptoAlpha,RT Let s be honest 99 of us wouldn t give two shits about the financial sector if it wasn t for bitcoin,90,False,49,0
1555,Mon,Julio Silva Vidales 🌎 ©®™,RT RT The Bitcoin Landscape Infographic Cryptocurrency Blockchain Fintech IoT Startup Innovation Sec,7738,False,12,0
1556,Sun,johnny aksesoris,CGCX tokens benefit users by providing utility to pay for transactional charges making escrow and settlements for,5,False,1,1
1557,Sat,Demochozui,RT The Ledger Bitcoin Billionaires R3 s Woes and Silicon Valley Blockchain Advisors bitcoin,1267,False,1,0
1558,Fri,WallSt.ForSale,RT Draft amendments to Canada s AML legislation have been posted here It s a long read we ll be,1988,False,2,0
1559,Thu,Bit Batman,RT BTC Recovering to a normal state of health mind or streng bitcoin Trade BTCUSD with up to 20x leverage,1367,False,2,0
1560,Wed,GovCloud Network,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,27372,False,53,0
1561,Tue,Pambakti hilal fahmi,RT Missed your chance with Bitcoin Genbby is unlocking a hidden potential in the gaming industry Support our project an,1382,False,2614,0
1562,Mon,Aditya dwi saputra,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,1,False,2239,0
1563,Sun,Eos,RT By May 2017 1189 bitcoin ATMs were installed around the world with an average fee of 8 82,111,False,1,0
1564,Sat,CryptoNews,The Ledger Bitcoin Billionaires R3 s Woes and Silicon Valley Blockchain Advisors,10232,False,1,0
1565,Fri,Julio Silva Vidales 🌎 ©®™,RT Steve Wozniak Wants Bitcoin to Become the World s Single Currency newsoftheweek Bitcoin b,7738,False,5,0
1566,Thu,Eos,RT Cryptocurrencies Not a Risk to Stability Russian Study Concludes Bitcoin,111,False,66,0
1567,Wed,victorio sansano,RT Congratulation to our 5 winners we have already sent 5000 PKG to,28,False,13,0
1568,Tue,Osama,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,10,False,7435,0
1569,Mon,Richard Switzer,RT Draft amendments to Canada s AML legislation have been posted here It s a long read we ll be,613,False,2,0
1570,Sun,FUnderwood,RT The MDX 5 bonus period starts today and lasts until June 14th Hurry and signup through the Mandala dashboard https,272,False,20,0
1571,Sat,nonya [LTC],RT Price Prediction 2022 Bitcoin 1 500 000 Litecoin 250 000 Ethereum 200 000 EOS 150 000 Cardano 1 000 Rippl,49,False,64,0
1572,Fri,likewhoa,RT MY LATEST ARTICLE Bitcoin Limbo Purgatory,494,False,6,0
1573,Thu,argie,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,18,False,2330,0
1574,Wed,Aditya dwi saputra,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,1,False,2330,0
1575,Tue,Crypto Business,The latest The Blockchain database Daily bitcoin,5414,False,0,1
1576,Mon,Flip to Pay,MyDatingProfileSays I m sorry I only accept Bitcoin btc Crypto cryptocurrency bitcoin,90,False,0,1
1577,Sun,Cryptocloop,RT Relatable yet Retweet if you agree bitcoin eth ont eos crypto moon lambo,7,False,1,0
1578,Sat,CryptoVince,BTC UPDATE Some moving Average IDEAs on Daily Candlesticks SM,1887,False,2,3
1579,Fri,bitnewsbot.,Ben Chan Discusses The Future Of BitGo news cryptocurrencynews bitcoin cryptocurrency,920,False,0,0
1580,Thu,101 Blockchain St,RT I got in to Bitcoin to determine what was really happening on the blockchain Today we step one step closer t,184,False,3,0
1581,Wed,BeautyBrandEU,Learn more about SKS Media offerings gt sks8 btc bitcoin superyachts rt ff,4239,False,0,0
1582,Tue,MC,RT 1 Million DENT users achieved 3 weeks before the deadline on our Roadmap Thank you for your support during our first year fo,23,False,227,0
1583,Mon,SKS_MediaUAE,How happy are you with your PrivateBank gt sks8 markets bank bitcoin rt mkt,2587,False,0,0
1584,Sun,SKS Media Nairobi,How happy are you with your PrivateBank gt sks8 markets bank bitcoin rt mkt,888,False,0,0
1585,Sat,SKS Invest,Learn more about SKS Media offerings gt sks8 btc bitcoin invest luxe rt ff,2913,False,0,0
1586,Fri,Private Bank Media,Learn more about SKS Media offerings gt sks8 btc bitcoin invest luxury rt ff,2426,False,0,1
1587,Thu,SKS Media Malta,Learn more about SKS Media offerings gt sks8 btc bitcoin invest luxe rt ff,1919,False,0,0
1588,Wed,SKS Media Cayman,Learn more about SKS Media offerings gt sks8 btc bitcoin superyacht rt ff,2140,False,0,0
1589,Tue,SKS Media Oman,Learn more about SKS Media offerings gt sks8 btc bitcoin invest luxury rt ff,2438,False,0,0
1590,Mon,SKS Media Singapore,How happy are you with your PrivateBank gt sks8 markets bank bitcoin rt mkt,2074,False,0,0
1591,Sun,Binance lover,RT Bitcoin Multiplier Method So Simple use this strategy to copy other successful traders,1572,False,1,0
1592,Sat,Ethereum Classic🚀,Let s Talk ETC 42 by with of talking about ETC,15956,False,2,3
1593,Fri,Эдуард Мархеев,RT This ICO pools scammed investors for 2600 ETH Crypto Society ICO pool funding House Crypto Well done you bastards do no,22,False,199,0
1594,Thu,Bullyena (bull with a whale's tail),OMG Not omisego BTC 1month MACD is looking horrible Bulls please fudge up the histogram and turn it up Can,446,False,0,3
1595,Wed,J-double-R,RT Out Now Jackpot Nightcore Jackpot club mix limited by J DOUBLE R Mikrow jackpot buynow,13171,False,1,0
1596,Tue,Harven,RT First ever cross chain atomic swap executed between bitcoin and litecoin using lightning LightningNetwork,314,False,217,0
1597,Mon,Peter Hughe,RT Velox Project Discord amp Telegram Pre Sale Drawings in less than an hour Read more about the Velox 250k VLX Sale at https,5274,False,139,0
1598,Sun,MrCryptoKrabs,Looking for that new crypto that will bring you tho s sought after returns on your investment Check out my new bl,1346,False,1,0
1599,Sat,Bitcoin Newswire,Bitcoin Mining Billionaire Jihan Wu on AI Crypto and China Bitcoin BTC BlockChain News,132,False,1,0
1600,Fri,MONTANA@相互フォロー,The development plan of CryptoCurrency that can be used with the new Crypto Info SNS has started The community,1189,False,1,0
1601,Thu,Peter Hughe,RT The VLX Discord has had a makeover Organized channels as well as an addition of international channels Join the Velox Pr,5274,False,195,0
1602,Wed,Peter Hughe,RT VeloxCoin VLX is now supported on asset tracking app for Android amp iOS All Velox Trades holdings and more f,5274,False,144,0
1603,Tue,Кулишов Виктор,RT Vaynix Bounty Campaign Stage 2 START Link Official Website gt,51,False,96,0
1604,Mon,CMark,Bitcoin Multiplier Method So Simple use this strategy to copy other successful traders,65,False,1,0
1605,Sun,Peter Hughe,RT Less than 5 days until the official veloxcoin 225k sale at Are you prepared bitcoin ethereum,5274,False,126,0
1606,Sat,Zarah,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,4,False,2330,0
1607,Fri,Foundercry,RT Bonus will be decreased soon you can buy our tokens here Don t forget to join our Telegram,10958,False,298,0
1608,Thu,Peter Hughe,RT Only 2 days until the Velox 225k VLX sale 24 Hour countdown on our website and more information will be posted at https,5274,False,120,0
1609,Wed,CryptoWiesiek,Orvium is the first open source and decentralized framework ORV Orvium science peerreview openscience,18119,False,2,1
1610,Tue,tayeadebisi,RT Jbox is giving free FIFA match tickets click on below link to participate FIFAWCOnStarTimes jbxfi,144,False,50,0
1611,Mon,Iota News,RT r Iota bitcoin did this And now IOTA,296,False,1,0
1612,Sun,donfabs ⚡️,RT Follow the hashrate The hashrate keeps going higher Price always follows hashrate Every currency in the world is cras,86,False,24,0
1613,Sat,Peter Hughe,RT Velox 225k Sale conditions posted on BitcoinTalk Less than 40 hours until the sale officially begins More info https,5274,False,131,0
1614,Fri,Joyce,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,2,False,7435,0
1615,Thu,Moses Mungai,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,145,False,565,0
1616,Wed,Eos,RT Experts Predict Bitcoin will Double in Value by the End of the Year bitcoin prediction bitcoinpric,111,False,10,0
1617,Tue,101 Blockchain St,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,184,False,565,0
1618,Mon,eti-ini umoh,RT REACH AIRDROP just 2k people Claim 100 000 Reach tokens right now Simply follow the 3 steps 1 Follow REACH 2 Like,129,False,1208,0
1619,Sun,SupPorter: Blockchain Fundraising Solutions,Start the weekend off right with some light bitcoin humor by checking out hit Youtube Music Video Bitco,4111,False,4,7
1620,Sat,cineenlasvenas,RT The urge for humans to mine Bitcoin as the difficulty rises is irresistible and will never stop not even after every fiat,242,False,52,0
1621,Fri,ICO Notify (Arwin),Relatable yet Retweet if you agree bitcoin eth ont eos crypto moon lambo,59,False,1,1
1622,Thu,Shahrukh imtiyaz,RT We are giving away 0 1 DASH Steps 1 Retweet this post 2 Like this post 3 Follow To participate y,222,False,72,0
1623,Wed,venetta adachi,RT I ll Create 5 Amazing Animated Logo Video Intro Link Here For Order FiverrPro YouTube,0,False,116,0
1624,Tue,Ian B,RT The 1 Thing Virtually All Cryptocurrencies Lack bitcoin btc xrp eth,1668,False,1,0
1625,Mon,Donna Yobs,Enterprise Blockchain How is this Different from Bitcoin Technology amp Use Case Comparison,1335,False,0,2
1626,Sun,Jaouad,The Cryptocurrency Daily is out bitcoin blockchain,47701,False,0,0
1627,Sat,Lost in chains,RT Featuring in CrowdfundingForEveryone Crowdfunding Startup Blockchain ICO,3321,False,2,0
1628,Fri,XBTmoney,The Moscow Exchange Prepares Infrastructure to Conduct ICOs XBT BTC Bitcoin,10815,False,0,0
